 Company  Names!!,Car_Name @,Tipo de motor  ,CC / Batt.Capacidad , Horse Power(HP)! ,velocidad max kmh ,0_100 km/h  (seg) ,Precio $$ coche,TipoCombustible  ,  Num Asientos ,Par motor (Nm)??
Nissan,Patrol NISMO,5.6L V8,5552 cc,428HP,210km/h,6.5 sec,"$105,000 ",PETROL,7,560 Nm
Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,2997cc,300HP,250 Km/h,5.0 sec,41.750€,Petrol,4,400 Nm
Nissan,Primera,2.0L Inline-4,1998 cc,140HP,200km/h,9.6 sec,"$20,000 ",Petrol,5,190 Nm
Nissan,Skyline,3.0L V6 Twin-Turbo,2997cc,400HP,250km/h,5.0 sec,"$50,000 ",Petrol,5,475 Nm
Nissan,Cedric,2.0L Inline-6,1998cc,150HP,190 KMH,10.5 sec,"$22,000 ",Petrol,5,190 Nm
Nissan,Gloria,2.5L V6,2498cc,210HP,210km/h,8.6 sec,"$30,000 ",Petrol,5,250 Nm
Nissan,Stanza,1.8L Inline-4,1796cc,120HP,175km/h,11.0 sec,"$18,500 ",Petrol,5,170 Nm
Nissan,Patrol Super Safari,4.8L Inline-6,4750cc,280HP,190km/h,8.2 sec,"$55,000 ",Petrol,7,451 Nm
Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,2488 cm3,250HP,190km/h,7.7 sec,"$42,500 ",Hybrid,,329 Nm
Nissan,X-Terra Pro-4X,2.5L Inline-4,desconocido,190HP,175km/h,10.8 sec,"$40,000 ",Petrol,7,240 Nm
Nissan,Rogue Platinum,1.5L Turbo Inline-3,1497cc,201HP,180km/h,8.2 sec,"$38,000 ",Petrol,5,300 Nm
Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,1332cc,158HP,190km/h,9.2 sec,"$36,000 ",Hybrid,5,270 Nm
Nissan,GT-R V-Spec,3.8L Twin-Turbo V6,3799cc,600HP,330,2.8 sec,"$175,000 ",Petrol,2,652 Nm
Nissan,Skyline NISMO,3.0L Twin-Turbo V6,2997cc,420HP,270km/h,4.7 sec,"$55,000 ",Petrol,,475 Nm
Nissan,Ariya Lounge Edition,Dual Electric Motors,87kWh,389HP,200km/h,5.1 sec,"$63,000 ",Electric,cinco,600 Nm
Nissan,Patrol Titanium,5.6L V8,5552cc,428HP,210km/h,6.5 sec,"$98,000 ",Petrol,7,560 Nm
Nissan,Infiniti FX50*,5.0L V8,5026cc,390HP,,5.6 sec,"$61,750 ",Petrol,5,500 Nm
Nissan,Avenir,2.0L Inline-4,1998CC,140HP,180km/h,9.8 sec,"$20,000 ",Petrol,5,186 Nm
Nissan,Wingroad,1.8L Inline-4,1798cc,125HP,175km/h,10.8 sec,"$18,000 ",Petrol,5,168 Nm
Nissan,Presea,1.8L Inline-4,1838cc,115HP,170,11.5 sec,??,Petrol,5,161 Nm
Nissan,Leopard,3.0L V6,2960 cc,210HP,200km/h,8.4 sec,"$32,000 ",Petrol,5,265 Nm
Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,1598cc,190HP,N/A,7.5 sec,"$24,000 ",Petrol,5,240 N·m
Nissan,Paladin,2.4L Inline-4,2438cc,150HP,180 Km/h,10.6 sec,20.000€,Petrol,5,217 Nm
Nissan,Hardbody SUV,2.5L Inline-4,2498cc,158HP,175km/h,11.0 sec,"$18,500 ",Petrol,5,225 Nm
Nissan,Patrol Desert Edition,5.6L V8,5552cc,428HP,210km/h,6.5 sec,"$95,000 ",Petrol,7,560 Nm
Nissan,Pathfinder Armada,5.6L V8,"555,2 cc",400HP,,6.5 sec,"$60,000 ",Petrol,7,560 Nm
Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,desconocido,201HP,180km/h,8.2 sec,"$39,000 ",Petrol,,300 Nm
Nissan,GT-R Black Edition,3.8L Twin-Turbo V6,desconocido,600HP,330km/h,2.8 sec,"$185,000 ",Petrol,2,652 Nm
Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,2997cc,400HP,250km/h,4.2 sec,48.000€,Petrol,2,475 Nm
Nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,2568cc,276HP,250km/h,5.6 sec,"$70,000 ",Petrol,4,392 Nm
Nissan,Ariya Premiere,Dual Electric Motors,87kWh,389HP,200km/h,5.1 sec,"$67,000 ",Electric,5,600 Nm
Nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,1997cc,,230km/h,6.5 sec,"$50,000 ",Petrol,5,380 Nm
Nissan,NV350 Caravan,2.5L Inline-4 Diesel,2488cc,129HP,155km/h,12.5 sec,"$28,000 ",Diesel,8,356 Nm
Nissan,Navara,2.3L Inline-4 Diesel,2298cc,190HP,N/A,10.2 sec,"$32,000 ",Diesel,cinco,450Nm
Nissan,Titan XD,5.6L V8,5552cc,400 hp,195km/h,6.9 sec,55.000€,PETROL,6,560 Nm
Nissan,Evalia,1.5L Inline-4 Diesel,desconocido,85HP,140km/h,15.0 sec,"$25,000 ",Diesel,7,200 Nm
Nissan,Cabstar,2.5L Inline-4 Diesel,2488cc,130HP,145km/h,14.8 sec,"$27,000 ",Diesel,3,350 Nm
Nissan,Cherry,1.4L Inline-4,1397cc,67HP,145km/h,14.0 sec,14.000€,Petrol,5,110 Nm
Nissan,Laurel,2.8L Inline-6 Diesel,2825cc,94HP,160km/h,12.5 sec,"$22,000 ",Diesel,5,184 Nm
Nissan,Silvia,2.0L Turbo Inline-4,1998cc,247HP,235km/h,5.9 sec,"$45,000 ",Petrol,4,275 Nm
Nissan,NX Coupe,2.0L Inline-4,1998cc,140HP,200km/h,9.0 sec,"$22,000 ",Petrol,4,180 Nm
Nissan,AD Wagon,1.5L Inline-4,1498cc,105HP,165km/h,12.3 sec,??,Petrol,5,150
Nissan,Patrol Super Safari Y61,4.8L Inline-6,4750cc,280HP,190km/h,8.2 sec,"$58,000 ",Petrol,7,451 N·m
Nissan,Pathfinder Rock Creek Edition,3.5L V6,3498CC,284HP,195km/h,7.2 sec,"$44,000 ",Petrol,7,351 Nm
Nissan,Terrano II,2.7L Inline-4 Diesel,2664cc,125HP,160km/h,12.9 sec,"$28,000 ",Diesel,5,278 Nm
Nissan,Murano CrossCabriolet,3.5L V6,3498cc,260HP,195km/h,7.6 sec,"$47,000 ",Petrol,4,325 Nm
Nissan,X-Trail Tekna,1.5L Turbo Hybrid,1497cc,204HP,190km/h,8.0 sec,,Hybrid,5,305 Nm
Nissan,GT-R LM NISMO,3.0L Twin-Turbo V6 Hybrid,3000cc,500HP,320km/h,3.0 sec,??,Hybrid,2,650 Nm
Nissan,Skyline 400R,3.0L Twin-Turbo V6,2997cc,400HP,250km/h,4.5 sec,"$70,000 ",Petrol,5,475 Nm
Nissan,Infiniti G37*,3.7L V6,3696 cc,328HP,250km/h,5.5 sec,"$42,000 ",PETROL,5,365 Nm
Nissan,Patrol Black Edition,5.6L V8,"555,2 cc",400HP,200km/h,6.5 sec,"$85,000 ",Petrol,,560 Nm
Nissan,Ariya Empower+,Dual Electric Motors,87kWh,389HP,200km/h,5.1 sec,"$68,000 ",Electric,5,600 Nm
Nissan,Datsun 510 (Classic),1.6L Inline-4,1595cc,96HP,175km/h,10.2 sec,,Petrol,4,135
Nissan,200SX,2.0L Turbo Inline-4,1998cc,200HP,240km/h,7.2 sec,,Petrol,4,265 Nm
Nissan,300ZX,3.0L Twin-Turbo V6,2960cc,300HP,250,5.9 sec,??,Petrol,4,384 Nm
Nissan,R390 GT1 Road Car,3.5L Twin-Turbo V8,3495cc,550HP,354 Km/h,3.3 sec,??,Petrol,2,637 Nm
Nissan,Figaro,1.0L Turbo Inline-4,987cc,76HP,170km/h,12.8 sec,"$20,000 ",Petrol,cuatro,103 Nm
Nissan,Hardbody Truck,2.4L Inline-4,2389cc,134HP,160km/h,10.6 sec,"$25,000 ",Petrol,5,206 Nm
Nissan,Atlas,3.0L Inline-4 Diesel,2999cc,130HP,130km/h,18.0 sec,"$35,000 ",Diesel,3,300 Nm
Nissan,Clipper,660cc Inline-3,659cc,48HP,110km/h,18.5 sec,"$10,000 ",petrol,4,62 Nm
Nissan,NV200,2.0L Inline-4,1998cc,131HP,140km/h,14.0 sec,"$28,000 ",PETROL,7,188 Nm
Nissan,Violet,1.8L Inline-4,1770cc,85HP,155km/h,13.8 sec,"$18,000 ",Petrol,5,130
Nissan,Bluebird Z,2.0L Inline-4,1998cc,140HP,190km/h,11.0 sec,"$23,000 ",Petrol,5,180 Nm
Nissan,Stanza Wagon,2.4L Inline-4,2389cc,138HP,160 kmh,12.0 sec,"$22,000 ",Petrol,7,205 Nm
Nissan,180SX,2.0L Turbo Inline-4,1998CC,205HP,240km/h,6.8 sec,"$35,000 ",Petrol,4,275 Nm
Nissan,Sunny California,1.6L Inline-4,1597cc,110HP,170 kmh,11.0 sec,"$18,000 ",Petrol,5,140
Nissan,Patrol Warrior,5.6L V8,5552cc,428HP,205km/h,6.3 sec,"$95,000 ",Petrol,7,580 Nm
Nissan,Pathfinder Armada Platinum,5.6L V8,5552cc,400HP,190km/h,6.8 sec,"$70,000 ",Petrol,7,560 Nm
Nissan,Rogue Sport SL,2.0L Inline-4,1998cc,141HP,190km/h,9.0 sec,"$32,000 ",Petrol,5,195 Nm
Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,1497cc,204HP,190km/h,8.0 sec,,Hybrid,5,305 Nm
Nissan,Qashqai e-Power,1.5L Hybrid,1497cc,187HP,200km/h,7.5 sec,"$40,000 ",Hybrid,5,
Nissan,GT-R Egoist,3.8L Twin-Turbo V6,3799cc,565HP,315km/h,2.8 sec,"$220,000 ",Petrol,2,637 Nm
Nissan,Infiniti M45*,4.5L V8,4494cc,325HP,,5.8 sec,"$50,000 ",Petrol,cinco,451 Nm
Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,2997cc,400HP,250km/h,4.5 sec,"$75,000 ",Petrol,5,475 Nm
Nissan,Ariya Dual Motor AWD,Dual Electric Motors,87kWh,389HP,200km/h,5.1 sec,"$70,000 ",Electric,5,600 Nm
Nissan,Patrol Legend Edition,5.6L V8,5552cc,428HP,205km/h,6.3 sec,"$95,000 ",Petrol,7,580
Nissan,Datsun 240Z (Classic),2.4L Inline-6,2393cc,151HP,210km/h,8.0 sec,"$45,000 ",Petrol,2,198
Nissan,100NX,1.6L Inline-4,1597cc,110HP,185km/h,9.6 sec,??,Petrol,4,135 Nm
Nissan,Cedric Special Edition,3.0L V6,2960cc,250HP,225km/h,8.5 sec,"$60,000 ",petrol,5,330 Nm
Nissan,300ZX Turbo,3.0L Twin-Turbo V6,2960cc,N/A,250 kmh,5.9 sec,"$55,000 ",Petrol,4,384 Nm
Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,1998cc,250HP,240km/h,5.6 sec,"$35,000 ",Petrol,4,300 Nm
Nissan,NV400,2.3L Inline-4 Diesel,2298cc,135HP,150km/h,15.0 sec,40.000€,Diesel,3,360 Nm
Nissan,Titan Warrior,5.6L V8,5552 cm3,400 hp,180km/h,7.0 sec,"$55,000 ",Petrol,5,560
Nissan,Caravan Coach,2.5L Inline-4 Diesel,2498cc,127HP,140km/h,14.0 sec,"$30,000 ",Diesel,7,260
Nissan,Serena e-Power,1.2L Hybrid,1198 cc,134HP,160km/h,12.0 sec,"$35,000 ",Hybrid,7,320 Nm
Nissan,Elgrand,3.5L V6,3498cc,280HP,200km/h,8.5 sec,??,Petrol,7,344
Nissan,Datsun 510,1.6L Inline-4,1595cc,96HP,175km/h,10.2 sec,"$25,000 ",Petrol,cuatro,135 Nm
Nissan,Prairie,2.0L Inline-4,1998cc,120HP,175km/h,11.0 sec,,Petrol,5,170 Nm
Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,1998cc,230HP,225km/h,6.0 sec,"$30,000 ",Petrol,5,280 Nm
Nissan,Almera Tino,1.8L Inline-4,1769cc,114HP,180km/h,12.5 sec,"$15,000 ",Petrol,5,160Nm
Nissan,Lucino,1.6L Inline-4,1597cc,115HP,185km/h,10.5 sec,12.000€,Petrol,5,150 Nm
Nissan,Rasheen,1.5L Inline-4,1497cc,105HP,165km/h,13.0 sec,10.000€,Petrol,5,135 Nm
Nissan,Mistral,2.7L Turbo Diesel,2663cc,125HP,160km/h,12.5 sec,"$25,000 ",Diesel,7,260 Nm
Nissan,Patrol Y60,4.2L Inline-6,4169cc,155HP,160km/h,12.0 sec,"$45,000 ",Diesel,7,330 Nm
Nissan,X-Trail GT,2.0L Turbo Inline-4,1998cc,280HP,215km/h,6.4 sec,"$38,000 ",Petrol,5,310 Nm
Nissan,Terrano Regulus,3.3L V6,3275cc,170HP,175km/h,10.0 sec,"$28,000 ",Petrol,5,290 Nm
Nissan,President,4.5L V8,4494cc,280HP,210km/h,7.5 sec,"$70,000 ",Petrol,5,400 Nm
Nissan,Cima,4.1L V8,4130CC,270HP,210km/h,8.0 sec,,Petrol,5,390 Nm
Nissan,Leopard J. Ferie,3.0L V6 Turbo,2960cc,255HP,215km/h,6.5 sec,"$45,000 ",Petrol,5,340 Nm
Nissan,Gloria Gran Turismo,3.0L V6 Turbo,2960cc,255HP,220km/h,6.5 sec,"$50,000 ",Petrol,5,340 Nm
Nissan,Infiniti Q45*,4.5L V8,4494cc,340HP,240km/h,6.2 sec,??,Petrol,5,450 Nm
Nissan,Datsun 240Z,2.4L Inline-6,2393cc,151HP,210km/h,8.0 sec,"$45,000 ",Petrol,dos,198 nm
Nissan,280ZX,2.8L Inline-6,2753cc,145HP,205km/h,9.5 sec,"$35,000 ",Petrol,2,210 Nm
Nissan,Silvia S13,1.8L Turbo Inline-4,1809cc,175HP,215km/h,6.8 sec,"$20,000 ",Petrol,4,230
Nissan,200SX,2.0L Turbo Inline-4,1998cc,200HP,225km/h,7.0 sec,"$25,000 ",Petrol,,260 Nm
Nissan,NX Coupe,1.8L Inline-4,1839cc,140 hp,200km/h,9.0 sec,??,Petrol,cuatro,180 Nm
Nissan,NV2500,4.0L V6,3954cc,261HP,160km/h,10.0 sec,36.000€,Petrol,2,385 Nm
Nissan,NV3500,5.6L V8,5552cc,375HP,170km/h,9.0 sec,"$42,000 ",Petrol,2,
Nissan,NT400 Cabstar,3.0L Inline-4 Diesel,2953cc,150HP,140km/h,15.0 sec,??,Diesel,3,350 nm
Porsche,Panamera,2.9L V6 Twin Turbo,2894cc,330HP,270km/h,5.6 sec,"$88,000 ",Petrol,4,450 Nm
Porsche,Panamera 4,2.9L V6 Twin Turbo,2894 cm3,330HP,270km/h,5.4 sec,"$92,000 ",Petrol,4,450 Nm
Porsche,Panamera 4S,2.9L V6 Twin Turbo,2894cc,440HP,289km/h,4.4 sec,"$105,000 ",Petrol,4,550 Nm
Porsche,Panamera Turbo S,4.0L V8 Twin Turbo,3996cc,,315km/h,3.1 sec,"$180,000 ",Petrol,4,820 Nm
Porsche,Panamera GTS,4.0L V8 Twin Turbo,3996cc,473HP,300km/h,3.9 sec,130.000€,Petrol,4,620 Nm
Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,2894cc,330HP,270km/h,5.4 sec,"$102,000 ",Petrol,4,450 Nm
Porsche,Panamera E-Hybrid,2.9L V6 + Electric Motor,17.9kWhBattery,455HP,280km/h,4.4 sec,115.000€,Hybrid (Petrol),4,700 Nm
Porsche,Panamera 4 E-Hybrid Sport Turismo,2.9L V6 + Electric Motor,17.9kWhBattery,455HP,N/A,4.4 sec,"$120,000 ",Hybrid (Petrol),4,700 Nm
Porsche,Panamera Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9kWhBattery,690HP,315km/h,3.2 sec,"$190,000 ",Hybrid (Petrol),4,870 Nm
Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,2894cc,330HP,270km/h,5.6 sec,"$95,000 ",Petrol,4,450 Nm
Porsche,Cayenne,3.0L V6 Turbo,2995cc,335HP,245 Km/h,5.9 sec,??,Petrol,5,450 Nm
Porsche,Cayenne Coupe,3.0L V6 Turbo,2995cc,335HP,245km/h,6.0 sec,"$85,000 ",Petrol,,450 Nm
Porsche,Cayenne S,2.9L V6 Twin Turbo,2894cc,434HP,265km/h,5.0 sec,"$95,000 ",Petrol,5,
Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,3996cc,541HP,286km/h,4.0 sec,130.000€,Petrol,5,770 Nm
Porsche,Cayenne GTS,4.0L V8 Twin Turbo,3996cc,453HP,270km/h,4.5 sec,"$110,000 ",Petrol,5,620 Nm
Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9kWhBattery,670HP,295km/h,3.6 sec,"$170,000 ",Hybrid (Petrol),5,900 Nm
Porsche,Macan,2.0L I4 Turbo,1984cc,261HP,232km/h,6.2 sec,"$60,000 ",petrol,5,400 Nm
Porsche,Macan S,2.9L V6 Twin Turbo,2894cc,375HP,259km/h,4.8 sec,"$75,000 ",Petrol,5,520 Nm
Porsche,Macan GTS,2.9L V6 Twin Turbo,2894cc,434 hp,272km/h,4.5 sec,"$85,000 ",Petrol,,550 Nm
Porsche,Macan T,2.0L I4 Turbo,1984cc,261HP,232km/h,6.2 sec,65.000€,Petrol,,400 Nm
Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,2981cc,379HP,N/A,4.2 sec,"$110,000 ",Petrol,4,450 Nm
Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,2981cc,443hp,308km/h,3.5,"$131,300 ",Petrol,4,528 Nm
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981cc,379hp,,4.2,"$106,500 ",Petrol,4,450 nm
Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,2981cc,443hp,306km/h,3.4,"$113,300 ",Petrol,4,528 Nm
Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,2981CC,379hp,289km/h,4.4,"$121,300 ",Petrol,4,450 Nm
Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,3745cc,572hp,320km/h,2.7,"$197,200 ",Petrol,cuatro,750 Nm
Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,3745cc,640-hp,330km/h,2.6,,Petrol,4,800 Nm
Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,3996cc,N/A,318km/h,3.4,"$161,100 ",Petrol,2,469 Nm
Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,3996cc,N/A,296 kmh,3.2,"$241,300 ",Petrol,2,465 Nm
Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,2981cc,473hp,240km/h,3.4,"$222,000 ",Petrol,2,570 Nm
Porsche,Taycan,Dual Electric Motors,79.2kWh,402hp,230km/h,5.4,"$86,700 ",Electric,4,344 Nm
Porsche,Taycan 4S,Dual Electric Motors,79.2kWh,522hp,250km/h,4,"$103,800 ",Electric,4,640 Nm
Porsche,Taycan Turbo,Dual Electric Motors,93.4kWh,670hp,260km/h,3.2,"$150,900 ",Electric,4,850 Nm
Porsche,Taycan Turbo S,Dual Electric Motors,93.4kWh,750hp,260km/h,2.8,"$185,000 ",Electric,4,1050 Nm
Porsche,Taycan GTS,Dual Electric Motors,93.4kWh,590hp,250km/h,3.5,"$132,750 ",Electric,4,850Nm
Porsche,Taycan Cross Turismo,Dual Electric Motors,93.4kWh,469hp,220km/h,4.8,"$97,700 ",Electric,5,
Porsche,Taycan Sport Turismo,Dual Electric Motors,79.2kWh,509hp,240km/h,4.1,,Electric,cinco,650 Nm
Porsche,718 Cayman,2.0L Turbocharged Flat-4,1988cc,300hp,275km/h,4.9,"$63,400 ",Petrol,2,380 Nm
Porsche,718 Cayman S,2.5L Turbocharged Flat-4,2497cc,350hp,285 kmh,4.4,"$75,400 ",Petrol,2,420 Nm
Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,,414hp,N/A,4.2,"$100,200 ",PETROL,2,420 Nm
Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,3996cc,493hp,315km/h,3.2,"$141,700 ",Petrol,2,450 Nm
Porsche,718 Boxster,2.0L Turbo Flat-4,1988cc,300 hp,275km/h,4.9,"$65,500 ",Petrol,2,380 Nm
Porsche,718 Boxster T,2.0L Turbo Flat-4,1988cc,300hp,275km/h,4.7,"$69,600 ",Petrol,2,380Nm
Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,3995cc,394hp,293km/h,4.3,,petrol,2,430 Nm
Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,3995cc,414hp,301km/h,4.1,"$98,300 ",Petrol,2,420 Nm
Porsche,Panamera Base,2.9L Twin-Turbo V6,2894cc,325hp,265km/h,5.6,"$92,300 ",Petrol,4,450 Nm
Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,2894cc,462hp,280km/h,4.4,"$113,300 ",Hybrid,4,700 Nm
Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,2894cc,325hp,265km/h,5.5,"$101,400 ",Petrol,4,450 Nm
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,3996cc,690hp,315km/h,3.2,"$200,200 ",Hybrid,cuatro,870Nm
Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,,560hp,295km/h,3.7,"$128,900 ",Hybrid,4,750 Nm
Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,2894cc,325hp,265km/h,5.6,,Petrol,4,450 Nm
Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,3996cc,473hp,300km/h,3.9,"$136,900 ",Petrol,4,620 Nm
Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,3996cc,550hp,306km/h,3.8,"$175,200 ",Petrol,4,770 Nm
Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,desconocido,570hp,310km/h,3.8,"$290,000 ",Petrol,4,800 Nm
Porsche,Panamera 4S,2.9L Twin-Turbo V6,2894cc,443hp,289km/h,4.1,"$105,000 ",Petrol,4,550 Nm
Porsche,Macan Base,2.0L Turbo Inline-4,1984cc,265hp,232km/h,6.4,"$58,000 ",Petrol,cinco,400 Nm
Porsche,Macan T,2.0L Turbo Inline-4,1984cc,265hp,233km/h,6.2,"$63,000 ",Petrol,5,400 Nm
Porsche,Macan S,2.9L Twin-Turbo V6,2894cc,375hp,259km/h,4.6,"$70,400 ",Petrol,5,520 Nm
Porsche,Macan GTS,2.9L Twin-Turbo V6,2894cc,434hp,272km/h,4.3,"$82,900 ",PETROL,cinco,550 Nm
Porsche,Macan EV,Dual Electric Motors,95kWh,603hp,240km/h,4.0 sec,"$85,000 ",Electric,5,750 Nm
Porsche,Cayenne Base,3.0L Turbocharged V6,2995 cm3,335hp,245km/h,5.9,"$72,200 ",Petrol,5,450 Nm
Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,2995cc,455 hp,253km/h,4.8,"$91,000 ",Hybrid,5,700 Nm
Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,2894cc,434 hp,263km/h,4.7,"$94,300 ",Petrol,,550 Nm
Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,3996cc,631hp,300km/h,3.3,"$182,150 ",Petrol,4,850 Nm
Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,2995cc,335hp,245km/h,5.8,"$79,000 ",Petrol,5,450 Nm
Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,3996cc,670hp,295km/h,3.6,"$167,800 ",Hybrid,4,900 Nm
Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,3996cc,453hp,270km/h,4.5,??,Petrol,4,620 Nm
Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,2967cc,262hp,221km/h,7.3,"$69,000 ",Diesel,5,580 Nm
Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,2995cc,380hp,242km/h,6.5,"$85,500 ",Hybrid,5,580 Nm
Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,3996cc,728hp,295km/h,3.6,"$182,900 ",Hybrid,4,950 Nm
Porsche,Taycan Base,Dual Electric Motors,79.2kWh,321hp,230km/h,5.4,"$86,700 ",Electric,4,345 Nm
Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,2000 cc,237hp,250km/h,6.0 sec,"$34,395 ",Petrol,5,350 Nm
Cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,2700cc,325 hp,260km/h,4.9 sec,"$46,595 ",Petrol,5,500 Nm
Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,2000cc,237hp,240km/h,6.6 sec,"$38,195 ",Petrol,5,350 Nm
Cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,3000cc,360hp,250km/h,4.6 sec,"$50,995 ",Petrol,cinco,550 Nm
Porsche,Taycan Cross Turismo 4,Dual Electric Motors,93.4kWh,375hp,240km/h,5.1 sec,"$94,800 ",Electric,4,500 Nm
Porsche,Taycan Cross Turismo GTS,Dual Electric Motors,93.4kWh,590hp,250km/h,3.8 sec,"$139,400 ",Electric,4,620 Nm
Porsche,Taycan Sport Turismo Base,Dual Electric Motors,79.2kWh,375hp,230km/h,5.4 sec,??,Electric,4,500 Nm
Porsche,Taycan Sport Turismo GTS,Dual Electric Motors,93.4kWh,590hp,250km/h,3.7 sec,"$136,700 ",Electric,4,620 Nm
Porsche,Taycan Turbo S Cross Turismo,Dual Electric Motors,934CC,750hp,260,2.9 sec,"$190,000 ",Electric,4,1050 Nm
Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,2981cc,379 hp,293km/h,4.2 sec,"$106,100 ",Petrol,4,450 Nm
Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,2981 cm3,443hp,304km/h,3.9 sec,"$129,900 ",Petrol,4,530 Nm
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981cc,379hp,293km/h,4.4 sec,"$113,300 ",Petrol,4,450 Nm
Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,2981cc,473hp,311km/h,3.3 sec,"$137,000 ",Petrol,4,570 Nm
Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,2981cc,N/A,307km/h,3.5 sec,"$157,300 ",petrol,4,570 Nm
Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,3745cc,572hp,320km/h,2.9 sec,,Petrol,4,750 Nm
Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,3745cc,640hp,330km/h,2.7 sec,"$207,000 ",Petrol,4,800 Nm
Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,3996cc,502hp,318km/h,3.9 sec,"$170,000 ",Petrol,2,470 Nm
Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,3996cc,525hp,296km/h,3.2 sec,"$223,800 ",Petrol,2,465 Nm
Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,2981cc,473-hp,240km/h,3.4 sec,"$222,000 ",Petrol,4,570 Nm
Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,2981cc,473-hp,311km/h,3.2 sec,??,Petrol,4,570 Nm
Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,2981cc,379hp,289km/h,4.3 sec,"$135,500 ",Petrol,4,450 Nm
Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,3745cc,607hp,330km/h,2.9 sec,"$258,000 ",Petrol,4,750 Nm
Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,3745 cm3,700 hp,340km/h,2.8 sec,"$293,200 ",Petrol,2,750 Nm
Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,3996cc,510hp,290km/h,3.4 sec,"$245,000 ",Petrol,1,470 Nm
